n,0.25,0.5,0.75
50,1.220000,1.040000,1.015000
100,1.240000,1.090000,1.015000
200,1.215000,1.060000,1.020000
400,1.165000,1.080000,1.035000
800,1.370000,1.065000,1.010000
1600,1.205000,1.030000,1.010000
