n,0.25,0.5,0.75
50,3.720000,2.915000,2.245000
100,4.730000,2.800000,2.170000
200,5.060000,2.785000,2.185000
400,4.995000,2.740000,2.230000
800,5.380000,2.740000,2.215000
1600,6.425000,2.735000,2.170000
